"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Significant","significant"
"202112_at",-1.46131174039155,9.49039660600102,-5.34679661821176,6.40487594824081e-07,4.39138002322e-05,5.73727773926464,"Yes",TRUE
"204642_at",-1.13810345490454,9.93608041418157,-5.33878292513909,6.62500713915019e-07,4.50076323419767e-05,5.70498933155827,"Yes",TRUE
"213150_at",-1.36698058309083,8.30704247504674,-5.32605970236451,6.98980958699111e-07,4.70555670776202e-05,5.65377710797012,"Yes",TRUE
"221841_s_at",-1.52095158490408,10.2255721700461,-5.31379900099374,7.35992322250491e-07,4.92496003504736e-05,5.60448673093581,"Yes",TRUE
"207302_at",-1.05879908131968,8.6600848074858,-5.2911235682386,8.09563508673938e-07,5.33713126147377e-05,5.51348357862892,"Yes",TRUE
"201425_at",-1.12891003890206,11.2029179102203,-5.27061871735852,8.82257150540596e-07,5.79921418451212e-05,5.43136761468529,"Yes",TRUE
"204276_at",-1.08554915612373,8.05715263943313,-5.26265120744574,9.1219406548274e-07,5.96082708538179e-05,5.39950542331913,"Yes",TRUE
"209605_at",-1.15358666321898,7.35156212199928,-5.25196464647538,9.53912329591103e-07,6.1790780349647e-05,5.35680975748604,"Yes",TRUE
"204677_at",-1.10066236242516,7.8538773656527,-5.24959550448735,9.63410678077763e-07,6.22251598249472e-05,5.34735063206891,"Yes",TRUE
"202796_at",-1.07125304529161,9.20652721620641,-5.2287955072234,1.05087160257244e-06,6.7096194613529e-05,5.26440122776432,"Yes",TRUE
"219534_x_at",-1.15502720702526,6.53330674371975,-5.21867780248316,1.09617635277181e-06,6.95900218484736e-05,5.2241157999834,"Yes",TRUE
"202003_s_at",-1.27087895550258,9.71787379389761,-5.19270311182195,1.22140939259482e-06,7.62371582498327e-05,5.12088455001087,"Yes",TRUE
"216868_s_at",-1.18781927241698,6.23381089569115,-5.18425485892144,1.26507756266966e-06,7.85229062088249e-05,5.08736837873695,"Yes",TRUE
"202345_s_at",-2.01734406882895,9.05996582807493,-5.16317782195228,1.3807823683899e-06,8.47602576166177e-05,5.0038795433198,"Yes",TRUE
"203769_s_at",-1.13697944149359,8.19128446414624,-5.1545487244723,1.43108070950937e-06,8.736649712328e-05,4.96975180771899,"Yes",TRUE
"202283_at",-1.49707779223893,9.92183083350626,-5.1402894534967,1.51814611150613e-06,9.11278937656717e-05,4.9134250654105,"Yes",TRUE
"204039_at",-1.13140096749149,9.86227513445546,-5.12526199052339,1.61549974843694e-06,9.54858909666323e-05,4.85415605922942,"Yes",TRUE
"214297_at",-1.05528996847867,7.66581373197213,-5.10180479696267,1.77977044990111e-06,0.000104364802460912,4.76183013938191,"Yes",TRUE
"202800_at",-1.10796789051923,7.91139889755602,-5.09044158861493,1.86510348850066e-06,0.000109081630011182,4.71718921835224,"Yes",TRUE
"210145_at",-1.33547871351753,7.22008052171926,-5.07572065777367,1.98161004253328e-06,0.00011499014733794,4.65943919275727,"Yes",TRUE
"213515_x_at",-1.21987618782581,9.19787747855697,-5.02799797613182,2.41026294467986e-06,0.000137009921419136,4.47286439630394,"Yes",TRUE
"213800_at",-1.17287353204078,9.6110685837359,-5.00290907921161,2.67062107445835e-06,0.000148033456224267,4.37517439089614,"Yes",TRUE
"209542_x_at",-1.48932358675666,8.51304587359268,-4.97916311881691,2.94219286187739e-06,0.000161480008722202,4.28296791940911,"Yes",TRUE
"203799_at",-1.0866399134034,9.0028191796432,-4.97716646534782,2.96621725381268e-06,0.000162398572645474,4.27522617999819,"Yes",TRUE
"209297_at",-1.36299845959392,9.30603494220291,-4.9675164257603,3.08505136898497e-06,0.000166854853531777,4.23783442409863,"Yes",TRUE
"209209_s_at",-1.23256098624759,6.9820220774605,-4.93960760014762,3.45544699851546e-06,0.000183765454577375,4.12992715625204,"Yes",TRUE
"204422_s_at",-1.40023303068711,7.0664926876828,-4.91598390287152,3.80253859736746e-06,0.000198435521229834,4.0388606692871,"Yes",TRUE
"204482_at",-1.19007153052643,8.51977204195846,-4.91025675968131,3.89166862978101e-06,0.000202612271208902,4.01682111197223,"Yes",TRUE
"212457_at",-1.07192968455373,8.94024128044527,-4.85435230957582,4.8756796328545e-06,0.0002491852505938,3.80246975009905,"Yes",TRUE
"204115_at",-1.27158173210758,9.28243632383827,-4.82065633384679,5.58160348263576e-06,0.0002820291845886,3.67396490923799,"Yes",TRUE
"219028_at",-1.19684088052962,7.68693308131932,-4.81232115762316,5.77101014038792e-06,0.000290283112772605,3.64225876676251,"Yes",TRUE
"201105_at",-1.09094178083322,10.6338293586272,-4.76841015925782,6.87673702908256e-06,0.000338265631830125,3.47576345990304,"Yes",TRUE
"212993_at",-1.13343461960869,7.80761420643025,-4.76456809167176,6.98274039815592e-06,0.000341970119323315,3.46123891297105,"Yes",TRUE
"207621_s_at",-1.16131252428093,7.21807739193303,-4.75226090194345,7.33309797176803e-06,0.000355998740969296,3.41475997021469,"Yes",TRUE
"205158_at",-1.28295728289604,8.21839860085566,-4.73538799077133,7.84131274720358e-06,0.00037495272949772,3.35115544720609,"Yes",TRUE
"202551_s_at",-1.2377373805953,8.75083960128482,-4.69008859443664,9.38084625254034e-06,0.000433679246982067,3.18106925958547,"Yes",TRUE
"221795_at",-1.02659124795385,9.73358310498331,-4.66931837349376,1.01812905594987e-05,0.000464809058161875,3.10341501555184,"Yes",TRUE
"205969_at",-1.0629047413374,7.26554427369038,-4.65512751329168,1.07658828904722e-05,0.000487593838309738,3.05048022627353,"Yes",TRUE
"217730_at",-1.23393582246218,8.53947058898901,-4.62216706947288,1.22521055441768e-05,0.000547121578839463,2.92791275094409,"Yes",TRUE
"204773_at",-1.12096099065975,8.10342762657365,-4.62105906877547,1.2305374648727e-05,0.000547389338288977,2.92380182943287,"Yes",TRUE
"201106_at",-1.16914037886655,9.99071460677426,-4.620608707453,1.23270906999509e-05,0.000547389338288977,2.92213106561965,"Yes",TRUE
"201983_s_at",-1.04698865014522,9.01335268828084,-4.60737201270705,1.2982210339152e-05,0.000571704729223962,2.87307011613514,"Yes",TRUE
"222162_s_at",-1.3340450811602,9.68967321155974,-4.58422909935614,1.42095721875023e-05,0.000614819217580805,2.78750199982304,"Yes",TRUE
"218773_s_at",-1.37525593841089,8.14471241251831,-4.54902781486951,1.62946447799289e-05,0.000691606799297439,2.65786446293052,"Yes",TRUE
"217437_s_at",-1.03035439029422,8.55523312430902,-4.53987996292286,1.68832548486631e-05,0.000711171205657391,2.62427761563012,"Yes",TRUE
"209896_s_at",-1.17226707662148,7.70220089289855,-4.53692052336155,1.70780469958388e-05,0.00071801909661939,2.61342095550354,"Yes",TRUE
"217853_at",-1.12022659340854,9.36633589180184,-4.52693560277234,1.77514482732253e-05,0.000744925653243462,2.57682427204998,"Yes",TRUE
"202007_at",-1.01930345694408,8.34353729911008,-4.49747087759896,1.98918580233475e-05,0.000825419501553541,2.46912696597314,"Yes",TRUE
"209487_at",-1.16200441440638,9.56438175711029,-4.49103575382148,2.03915059356752e-05,0.000843012851140353,2.44566500061279,"Yes",TRUE
"201041_s_at",-1.03422449282169,11.2112420058337,-4.47974971902675,2.12972662049524e-05,0.000877203295462023,2.4045685002903,"Yes",TRUE
"209189_at",-1.96988519919014,8.94598787879738,-4.46657714841367,2.24036885027393e-05,0.000918754446207886,2.35668567879091,"Yes",TRUE
"217865_at",-1.14130239179264,8.33260642693084,-4.46627436042277,2.24297634401602e-05,0.000918754446207886,2.35558608893373,"Yes",TRUE
"207977_s_at",-1.31691951857384,8.2468866795706,-4.41905394244542,2.68762480098949e-05,0.0010644209372343,2.18468731845802,"Yes",TRUE
"213620_s_at",-1.33980931531811,6.66318291394776,-4.39796993578234,2.912627710207e-05,0.00113069831474813,2.10875832350275,"Yes",TRUE
"210831_s_at",-1.09512332558048,8.29359688206562,-4.39409853422002,2.95587364101374e-05,0.00114350229761648,2.09484190867868,"Yes",TRUE
"204273_at",-1.13965216819771,8.18740960431209,-4.36155579635187,3.34474753450556e-05,0.00126538216148366,1.97817608826864,"Yes",TRUE
"209576_at",-1.26865803374335,8.53406746430665,-4.28771096521415,4.41885493864017e-05,0.00161225915516043,1.71554980830714,"Yes",TRUE
"201426_s_at",-1.25316028769272,10.8792698420951,-4.27418803071514,4.64866254016943e-05,0.00167344341490461,1.66777657148363,"Yes",TRUE
"201058_s_at",-1.00005586035127,7.28910812820135,-4.22611566130821,5.56250098962452e-05,0.00194582746549142,1.49876214484895,"Yes",TRUE
"212328_at",-1.22376386981954,9.3596511342225,-4.12834598520944,7.98319832273594e-05,0.00260142971819499,1.15899570562084,"Yes",TRUE
"212224_at",-1.09106982792652,7.11284382177401,-4.1181693217754,8.2867305705929e-05,0.00268781975697994,1.12394068149706,"Yes",TRUE
"220200_s_at",-1.01629423790207,7.61901629291351,-4.08837875135808,9.24031187051309e-05,0.00295472049700272,1.02166350224455,"Yes",TRUE
"202732_at",-1.00561651508803,8.39257211225618,-4.08832264582523,9.24220341251579e-05,0.00295472049700272,1.02147136145734,"Yes",TRUE
"204112_s_at",-1.11833247962647,8.16702244057901,-4.02911379646176,0.000114597406667682,0.00349326130338709,0.819718933521211,"Yes",TRUE
"204362_at",-1.22743852019683,6.80795650802564,-3.9460659251338,0.000154446957522727,0.0044811738990611,0.540199487060423,"Yes",TRUE
"209774_x_at",-1.02185275294259,8.43719357108858,-3.93585723493691,0.000160175788767821,0.00462930882115869,0.506122277367302,"Yes",TRUE
"207437_at",-1.1064790853279,4.77171321198176,-3.92879952211875,0.000164254576044663,0.00471660401804539,0.482599729074909,"Yes",TRUE
"201008_s_at",-1.13271742545484,8.31054155389218,-3.91195811237535,0.000174392538955014,0.00495030438921603,0.426590188575597,"Yes",TRUE
"214660_at",-1.0249172969902,6.9537614558681,-3.88438076405065,0.000192295972378289,0.00532289584162163,0.335245797846932,"Yes",TRUE
"203186_s_at",-1.37008929934076,8.97979351151331,-3.87900606372249,0.000195983884505398,0.00538921983241693,0.317496866928953,"Yes",TRUE
"203886_s_at",-1.03504808478774,8.14433331612151,-3.67832939050958,0.000393656111022118,0.00937162299348916,-0.33242186948531,"Yes",TRUE
"205407_at",-1.13520472524609,7.9173964857731,-3.65945548815858,0.000419837069590502,0.00977557933300433,-0.392243363341648,"Yes",TRUE
"211896_s_at",-1.03407550843914,10.7406674650315,-3.56442971742299,0.000578724353138792,0.0123640601735299,-0.689937989841004,"Yes",TRUE
"222209_s_at",-1.00105428841353,8.73334490478996,-3.54358686423475,0.000620483463390199,0.0130313223512948,-0.754446425359017,"Yes",TRUE
"219371_s_at",-1.11370798044454,9.57210390938341,-3.4683744132242,0.000796091938639682,0.0155744659075575,-0.984837376762935,"Yes",TRUE
"204865_at",-1.13216860102729,6.45344017365339,-3.35965864872574,0.00113429403888064,0.0203998983602723,-1.31113556162355,"Yes",TRUE
"200736_s_at",-1.0578029098753,9.88184549839498,-3.27476548009873,0.00148781957221854,0.0248897023481574,-1.56029870091935,"Yes",TRUE
